Ca B      4226.43A   -1.142    0.0004
#
O  8      4338.06A    0.799    0.0388
Ca B      4338.06A    0.799    0.0388
#
O  8      4429.42A   -1.084    0.0005
Ca B      4429.42A   -1.084    0.0005
#
O  8      4498.42A   -0.141    0.0045
Ca B      4498.42A   -0.141    0.0045
#
O  8      4520.35A   -0.742    0.0011
Ca B      4520.35A   -0.742    0.0011
#
O  8      4685.86A   -1.023    0.0006
Ca B      4685.86A   -1.023    0.0006
#
O  8      5025.51A   -0.666    0.0013
Ca B      5025.51A   -0.666    0.0013
#
O  8      5252.65A   -1.216    0.0004
Ca B      5252.65A   -1.216    0.0004
#
O  8      5467.22A   -0.891    0.0008
Ca B      5467.22A   -0.891    0.0008
#
O  8      5569.88A   -1.157    0.0004
Ca B      5569.88A   -1.157    0.0004
#
O  8      5790.08A   -0.586    0.0016
Ca B      5790.08A   -0.586    0.0016
#
O  8      5981.49A   -1.096    0.0005
Ca B      5981.49A   -1.096    0.0005
#
O  8      6060.55A   -0.038    0.0056
Ca B      6060.55A   -0.038    0.0056
#
O  8      6064.75A    0.527    0.0207
Ca B      6064.75A    0.527    0.0207
#
O  8      6100.43A   -0.820    0.0009
Ca B      6100.43A   -0.820    0.0009
#
O  8      6555.32A   -1.286    0.0003
Ca B      6555.32A   -1.286    0.0003
#
O  8      7056.91A   -1.228    0.0004
Ca B      7056.91A   -1.228    0.0004
#
O  8      7074.39A   -0.503    0.0019
Ca B      7074.39A   -0.503    0.0019
#
O  8      7316.21A   -0.965    0.0007
Ca B      7316.21A   -0.965    0.0007
#
O  8      7721.42A   -0.235    0.0036
Ca B      7721.42A   -0.235    0.0036
#
O  8      7730.94A   -1.167    0.0004
Ca B      7730.94A   -1.167    0.0004
#
O  8      8251.26A   -1.354    0.0003
Ca B      8251.26A   -1.354    0.0003
#
O  8      8496.36A   -0.896    0.0008
Ca B      8496.36A   -0.896    0.0008
#
O  8      8664.69A   -0.668    0.0013
Ca B      8664.69A   -0.668    0.0013
#
O  8      8681.38A   -1.104    0.0005
Ca B      8681.38A   -1.104    0.0005
#
O  8      9062.01A   -1.297    0.0003
Ca B      9062.01A   -1.297    0.0003
#
O  8      9659.70A   -0.420    0.0023
Ca B      9659.70A   -0.420    0.0023
#
O  8      1.02045m   -1.237    0.0004
Ca B      1.02045m   -1.237    0.0004
#
O  8      1.04755m   -0.825    0.0009
Ca B      1.04755m   -0.825    0.0009
#
O  8      1.05354m   -1.420    0.0002
Ca B      1.05354m   -1.420    0.0002
#
O  8      1.07771m    0.051    0.0069
Ca B      1.07771m    0.051    0.0069
#
O  8      1.19282m   -1.176    0.0004
Ca B      1.19282m   -1.176    0.0004
#
O  8      1.25210m   -0.973    0.0007
Ca B      1.25210m   -0.973    0.0007
#
O  8      1.37586m   -1.485    0.0002
Ca B      1.37586m   -1.485    0.0002
#
O  8      1.38482m   -0.160    0.0043
Ca B      1.38482m   -0.160    0.0043
#
O  8      1.39429m   -1.306    0.0003
Ca B      1.39429m   -1.306    0.0003
#
O  8      1.44538m   -0.756    0.0011
Ca B      1.44538m   -0.756    0.0011
#
O  8      1.48155m   -1.114    0.0005
Ca B      1.48155m   -1.114    0.0005
#
O  8      1.61710m   -1.430    0.0002
Ca B      1.61710m   -1.430    0.0002
#
O  8      1.73524m   -0.910    0.0008
Ca B      1.73524m   -0.910    0.0008
#
O  8      1.73732m   -1.248    0.0003
Ca B      1.73732m   -1.248    0.0003
#
O  8      1.74527m   -0.355    0.0027
Ca B      1.74527m   -0.355    0.0027
#
O  8      1.86231m   -1.550    0.0002
Ca B      1.86231m   -1.550    0.0002
#
O  8      2.02083m   -1.376    0.0003
Ca B      2.02083m   -1.376    0.0003
#
O  8      2.06137m   -1.056    0.0005
Ca B      2.06137m   -1.056    0.0005
#
O  8      2.16333m   -0.538    0.0018
Ca B      2.16333m   -0.538    0.0018
#
O  8      2.33351m   -1.499    0.0002
Ca B      2.33351m   -1.499    0.0002
#
O  8      2.42591m   -1.195    0.0004
Ca B      2.42591m   -1.195    0.0004
#
O  8      2.64328m   -0.709    0.0012
Ca B      2.64328m   -0.709    0.0012
#
O  8      2.83099m   -1.327    0.0003
Ca B      2.83099m   -1.327    0.0003
#
O  8      3.18938m   -0.870    0.0008
Ca B      3.18938m   -0.870    0.0008
#
O  8      3.77133m   -1.574    0.0002
Ca B      3.77133m   -1.574    0.0002
#
O  8      3.80590m   -1.022    0.0006
Ca B      3.80590m   -1.022    0.0006
#
O  8      4.31085m   -1.689    0.0001
Ca B      4.31085m   -1.689    0.0001
#
O  8      4.49711m   -1.166    0.0004
Ca B      4.49711m   -1.166    0.0004
#
O  8      5.26727m   -1.302    0.0003
Ca B      5.26727m   -1.302    0.0003
#
