Ca B      11.2398m   -8.861    0.0001
#
H  1      11.3056m   -7.192    0.0030
Ca B      11.3056m   -7.192    0.0030
#
H  1      11.5363m   -8.156    0.0003
Ca B      11.5363m   -8.156    0.0003
#
H  1      11.7882m   -8.737    0.0001
Ca B      11.7882m   -8.737    0.0001
#
H  1      12.1535m   -8.670    0.0001
Ca B      12.1535m   -8.670    0.0001
#
H  1      12.3685m   -6.700    0.0093
Ca B      12.3685m   -6.700    0.0093
#
H  1      12.3838m   -7.610    0.0012
Ca B      12.3838m   -7.610    0.0012
#
H  1      12.5836m   -8.065    0.0004
Ca B      12.5836m   -8.065    0.0004
#
H  1      12.6075m   -8.600    0.0001
Ca B      12.6075m   -8.600    0.0001
#
H  1      13.9379m   -8.450    0.0002
Ca B      13.9379m   -8.450    0.0002
#
H  1      13.9623m   -9.036    0.0000
Ca B      13.9623m   -9.036    0.0000
#
H  1      14.1792m   -7.969    0.0005
Ca B      14.1792m   -7.969    0.0005
#
H  1      14.3002m   -8.977    0.0000
Ca B      14.3002m   -8.977    0.0000
#
H  1      14.7057m   -8.917    0.0001
Ca B      14.7057m   -8.917    0.0001
#
H  1      14.9581m   -8.369    0.0002
Ca B      14.9581m   -8.369    0.0002
#
H  1      15.1997m   -8.853    0.0001
Ca B      15.1997m   -8.853    0.0001
#
H  1      15.8126m   -8.786    0.0001
Ca B      15.8126m   -8.786    0.0001
#
H  1      16.2046m   -7.492    0.0015
Ca B      16.2046m   -7.492    0.0015
#
H  1      16.4072m   -8.284    0.0002
Ca B      16.4072m   -8.284    0.0002
#
H  1      16.5899m   -8.716    0.0001
Ca B      16.5899m   -8.716    0.0001
#
H  1      16.8760m   -7.867    0.0006
Ca B      16.8760m   -7.867    0.0006
#
H  1      17.5010m   -9.143    0.0000
Ca B      17.5010m   -9.143    0.0000
#
H  1      17.6034m   -8.643    0.0001
Ca B      17.6034m   -8.643    0.0001
#
H  1      18.0351m   -9.085    0.0000
Ca B      18.0351m   -9.085    0.0000
#
H  1      18.6849m   -9.023    0.0000
Ca B      18.6849m   -9.023    0.0000
#
H  1      18.9730m   -8.567    0.0001
Ca B      18.9730m   -8.567    0.0001
#
H  1      19.4898m   -8.959    0.0001
Ca B      19.4898m   -8.959    0.0001
#
H  1      20.9148m   -8.487    0.0002
Ca B      20.9148m   -8.487    0.0002
#
H  1      21.8010m   -9.242    0.0000
Ca B      21.8010m   -9.242    0.0000
#
H  1      21.8359m   -8.823    0.0001
Ca B      21.8359m   -8.823    0.0001
#
H  1      22.3254m   -8.102    0.0004
Ca B      22.3254m   -8.102    0.0004
#
H  1      22.3343m   -7.762    0.0008
Ca B      22.3343m   -7.762    0.0008
#
H  1      22.6361m   -9.184    0.0000
Ca B      22.6361m   -9.184    0.0000
#
H  1      23.6692m   -9.122    0.0000
Ca B      23.6692m   -9.122    0.0000
#
H  1      23.8614m   -8.404    0.0002
Ca B      23.8614m   -8.404    0.0002
#
H  1      24.9757m   -9.059    0.0000
Ca B      24.9757m   -9.059    0.0000
#
H  1      26.1610m   -8.676    0.0001
Ca B      26.1610m   -8.676    0.0001
#
H  1      26.6745m   -8.992    0.0000
Ca B      26.6745m   -8.992    0.0000
#
H  1      27.0805m   -9.335    0.0000
Ca B      27.0805m   -9.335    0.0000
#
H  1      27.7957m   -7.385    0.0019
Ca B      27.7957m   -7.385    0.0019
#
H  1      28.3811m   -9.276    0.0000
Ca B      28.3811m   -9.276    0.0000
#
H  1      28.8232m   -8.318    0.0002
Ca B      28.8232m   -8.318    0.0002
#
H  1      28.9637m   -8.923    0.0001
Ca B      28.9637m   -8.923    0.0001
#
H  1      30.0241m   -9.215    0.0000
Ca B      30.0241m   -9.215    0.0000
#
H  1      32.2004m   -8.852    0.0001
Ca B      32.2004m   -8.852    0.0001
#
H  1      33.6558m   -9.421    0.0000
Ca B      33.6558m   -9.421    0.0000
#
H  1      35.0306m   -9.086    0.0000
Ca B      35.0306m   -9.086    0.0000
#
H  1      35.6883m   -9.363    0.0000
Ca B      35.6883m   -9.363    0.0000
#
H  1      37.0992m   -8.779    0.0001
Ca B      37.0992m   -8.779    0.0001
#
H  1      38.3257m   -9.302    0.0000
Ca B      38.3257m   -9.302    0.0000
#
H  1      38.8322m   -8.233    0.0003
Ca B      38.8322m   -8.233    0.0003
#
H  1      38.8591m   -7.671    0.0010
Ca B      38.8591m   -7.671    0.0010
#
H  1      39.0878m   -9.018    0.0000
Ca B      39.0878m   -9.018    0.0000
#
H  1      42.0024m   -9.503    0.0000
Ca B      42.0024m   -9.503    0.0000
#
H  1      45.2163m   -9.445    0.0000
Ca B      45.2163m   -9.445    0.0000
#
H  1      45.3283m   -8.705    0.0001
Ca B      45.3283m   -8.705    0.0001
#
H  1      46.8777m   -9.175    0.0000
Ca B      46.8777m   -9.175    0.0000
#
H  1      49.4740m   -8.440    0.0002
Ca B      49.4740m   -8.440    0.0002
#
H  1      49.5350m   -9.385    0.0000
Ca B      49.5350m   -9.385    0.0000
#
H  1      52.8689m   -9.581    0.0000
Ca B      52.8689m   -9.581    0.0000
#
H  1      54.4393m   -9.109    0.0000
Ca B      54.4393m   -9.109    0.0000
#
H  1      55.5179m   -8.879    0.0001
Ca B      55.5179m   -8.879    0.0001
#
H  1      55.6248m   -9.323    0.0000
Ca B      55.6248m   -9.323    0.0000
#
H  1      58.0636m   -9.523    0.0000
Ca B      58.0636m   -9.523    0.0000
#
H  1      61.8932m   -8.633    0.0001
Ca B      61.8932m   -8.633    0.0001
#
H  1      64.8185m   -9.261    0.0000
Ca B      64.8185m   -9.261    0.0000
#
H  1      65.3838m   -9.465    0.0000
Ca B      65.3838m   -9.465    0.0000
#
H  1      67.1203m   -9.044    0.0000
Ca B      67.1203m   -9.044    0.0000
#
H  1      67.5039m   -9.655    0.0000
Ca B      67.5039m   -9.655    0.0000
#
H  1      69.0529m   -8.166    0.0003
Ca B      69.0529m   -8.166    0.0003
#
H  1      76.2094m   -9.599    0.0000
Ca B      76.2094m   -9.599    0.0000
#
H  1      76.4284m   -9.405    0.0000
Ca B      76.4284m   -9.405    0.0000
#
H  1      80.2268m   -9.199    0.0000
Ca B      80.2268m   -9.199    0.0000
#
H  1      88.1562m   -9.727    0.0000
Ca B      88.1562m   -9.727    0.0000
#
H  1      88.7301m   -8.383    0.0002
Ca B      88.7301m   -8.383    0.0002
#
H  1      89.3372m   -9.542    0.0000
Ca B      89.3372m   -9.542    0.0000
#
H  1      92.6109m   -8.982    0.0000
Ca B      92.6109m   -8.982    0.0000
#
H  1      94.9285m   -9.346    0.0000
Ca B      94.9285m   -9.346    0.0000
#
H  1      103.613m   -9.672    0.0000
Ca B      103.613m   -9.672    0.0000
#
H  1      111.183m   -9.141    0.0000
Ca B      111.183m   -9.141    0.0000
#
H  1      111.316m   -9.485    0.0000
Ca B      111.316m   -9.485    0.0000
#
H  1      111.825m   -8.583    0.0001
Ca B      111.825m   -8.583    0.0001
#
H  1      119.325m   -9.797    0.0000
Ca B      119.325m   -9.797    0.0000
#
H  1      129.482m   -9.619    0.0000
Ca B      129.482m   -9.619    0.0000
#
H  1      132.079m   -9.292    0.0000
Ca B      132.079m   -9.292    0.0000
#
H  1      138.612m   -8.770    0.0001
Ca B      138.612m   -8.770    0.0001
#
H  1      149.516m   -9.745    0.0000
Ca B      149.516m   -9.745    0.0000
#
H  1      155.437m   -9.435    0.0000
Ca B      155.437m   -9.435    0.0000
#
H  1      169.365m   -8.944    0.0001
Ca B      169.365m   -8.944    0.0001
#
H  1      181.392m   -9.570    0.0000
Ca B      181.392m   -9.570    0.0000
#
H  1      204.355m   -9.108    0.0000
Ca B      204.355m   -9.108    0.0000
#
H  1      241.643m   -9.824    0.0000
Ca B      241.643m   -9.824    0.0000
#
H  1      243.858m   -9.262    0.0000
Ca B      243.858m   -9.262    0.0000
#
H  1      276.211m   -9.943    0.0000
Ca B      276.211m   -9.943    0.0000
#
H  1      288.146m   -9.408    0.0000
Ca B      288.146m   -9.408    0.0000
#
H  1      337.493m   -9.547    0.0000
Ca B      337.493m   -9.547    0.0000
#
H  1      392.172m   -9.679    0.0000
Ca B      392.172m   -9.679    0.0000
#
H  1      452.457m   -9.805    0.0000
Ca B      452.457m   -9.805    0.0000
#
H  1      518.621m   -9.926    0.0000
Ca B      518.621m   -9.926    0.0000
#
H  1      590.938m  -10.042    0.0000
Ca B      590.938m  -10.042    0.0000
#
